序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
2704,彰化縣北斗鎮,新政里,彰化縣北斗鎮新政里文苑路一段32號,120.523284,23.875762,北斗國小,居仁里、五權里,230,"水災,震災,土石流,海嘯",李欣欣,04-8882008#13,是,否,是
2705,彰化縣田中鎮,三光里,民光路1段392巷25號,120.566974,23.875905,三光社區活動中心,三光里,70,"水災,土石流,海嘯",蕭君怡,8761122,是,否,是
2706,彰化縣北斗鎮,大道里,文苑路136號,120.521586,23.875935,北斗國中,新政里、重慶里,170,"水災,震災,土石流,海嘯",許瑞達,04-8882072#12,是,否,是
2707,彰化縣北斗鎮,西安里,斗苑路2段150號,120.514719,23.876240,螺陽國小,大道里、西安里,420,"水災,震災,土石流,海嘯",王美玲,04-8882039#104,是,否,是
2708,南投縣中寮鄉,中寮村,鄉林巷23號,120.773200,23.876300,中寮社區活動中心,中寮村,30,"水災,震災,土石流",黃文安,049-2694162,是,否,是
2709,南投縣中寮鄉,崁頂村,永平路104號,120.773200,23.876300,崁頂社區活動中心,崁頂村,50,"水災,震災,土石流",廖俊松,049-2691164,是,否,是
2710,南投縣名間鄉,下村,大岩巷30之8號,120.635500,23.876400,下社區活動中心,下村1-14鄰,60,水災,陳愉欣社,0933-419923,是,否,否
2711,彰化縣北斗鎮,中寮里,彰化縣北斗中寮里中央路30巷31號,120.510900,23.878100,中寮社區活動中心,中寮里,310,"水災,震災,土石流,海嘯",陳瑩真,921492658,是,否,否
2712,彰化縣北斗鎮,大道里,彰化縣北斗鎮大道里學府路50號,120.522100,23.878500,北斗家商,光復里、文昌里,470,"水災,震災,土石流,海嘯",陳聖芬,04-8882224,是,否,是
2713,南投縣中寮鄉,內城村,龍南路6-3號,120.762800,23.879000,內城社區活動中心,內城村,100,"水災,震災,土石流",廖增堆,049-2601662,是,否,是
2714,彰化縣大城鄉,豐美村,平和路5號,120.306808,23.879191,豐美社區活動中心,豐美村,100,"水災,震災,土石流,海嘯",王信木,8943756,否,否,否
2715,南投縣名間鄉,新街村,彰南路472號,120.693400,23.879700,新街村集會所,新街村1-26鄰,20,水災,吳承達,049-2241087,是,否,否
2716,南投縣中寮鄉,八仙村,仙鹿巷,120.764100,23.879800,仙樂社區活動中心,八仙村1-3、9-12、14鄰,50,"水災,震災,土石流",江輝能,049-2691425,是,否,是
2717,彰化縣埤頭鄉,崙腳村,中學路67號,120.460262,23.880113,埤頭國中,崙腳村,50,"水災,震災,土石流,海嘯",許文宗,04-8922004,是,否,否
2718,南投縣中寮鄉,廣興村,永平路48-12號,120.772400,23.880500,頂興社區活動中心,廣興村,50,"水災,震災,土石流",蕭坤彰,049-2691848,是,否,是
2719,花蓮縣壽豐鄉,光榮村,光榮1街26之1號,121.514300,23.881700,光榮活動中心,光榮村,39,"水災,震災,土石流,海嘯",沈佩儀,03-8652806,是,否,是
2720,南投縣魚池鄉,大林村,永川巷5號,120.944200,23.882300,大林村集會所,大林村,25,"水災,震災,土石流",賴見成,049-2898327,是,否,否
2721,南投縣名間鄉,萬丹村,新丹巷38-2號,120.706300,23.882700,萬丹社區活動中心,萬丹村1-16鄰,50,水災,黃育堂,049-2237938,是,否,否
2722,南投縣中寮鄉,龍岩村,龍南路209-1號,120.799200,23.882800,爽文老人活動中心,龍岩村,100,"水災,震災,土石流",謝炫樵,049-2603698,是,否,是
2723,南投縣魚池鄉,中明村,有水巷28-2號,120.923300,23.883400,金安老人會館,中明村,30,"水災,震災,土石流",楊崑欣,049-2899147,是,是,否
2724,花蓮縣壽豐鄉,平和村,平和路32號,121.519700,23.883700,平和活動中心,平和村,49,"水災,震災,土石流,海嘯",陳美珠,03-8661801,是,否,是
2725,彰化縣田尾鄉,睦宜村,聖德巷162號,120.549163,23.884051,睦宜社區活動中心,睦宜村,42,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2726,南投縣水里鄉,新興村,新興巷10-6號,120.872715,23.884867,新興老人會館,新興村,500,"水災,震災,土石流",邱明光,049-2772141,是,否,否
2727,彰化縣田尾鄉,饒平村,建平路一段66號,120.527114,23.885121,天乙宮,饒平村,90,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2728,南投縣中寮鄉,八仙村,永樂路36-1號,120.757200,23.885700,八仙社區活動中心,八仙村4-8、13鄰,50,"水災,震災,土石流",江輝能,049-2691425,是,否,是
2729,彰化縣竹塘鄉,民靖村,彰化縣竹塘鄉民靖村金山路40號,120.411440,23.886404,老人文康中心,"民靖村,小西村",100,"水災,震災,土石流,海嘯",蔡鴻賢,048-972001-112,是,否,是
2730,彰化縣田尾鄉,南鎮村,光復路一段295號,120.560701,23.886533,南鎮國小,南、北、新生、睦宜、新興、福田,150,"水災,震災,土石流,海嘯",林永能,04-8227962#28,是,否,是
2731,南投縣魚池鄉,大林村,嵩山巷27號,120.949000,23.887200,大林社區活動中心,大林村,25,"水災,震災,土石流",賴見成,049-2898327,是,否,否
2732,南投縣魚池鄉,五城村,五城巷24-2號,120.887900,23.887400,五城村活動中心,五城村,75,"水災,震災,土石流",林紹憲,049-2897466,是,否,否
2733,彰化縣埤頭鄉,平原村,彰水路3段352巷45號,120.460100,23.888800,鄉立托兒所,平原村、崙腳村、埤頭村、元埔村,40,"水災,土石流,海嘯",陳烈堂,48927183,是,否,否
2734,彰化縣社頭鄉,清水村,清興路50巷71號,120.605951,23.888885,清聖宮,清水村埤斗村山湖村,300,"水災,土石流,海嘯",蕭淑滿,04-8732621164,否,否,否
2735,彰化縣田尾鄉,仁里村,中正路二段103巷9號,120.534111,23.888979,仁里社區活動中心,仁里村,84,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2736,彰化縣田尾鄉,饒平村,光復路2段575號,120.534111,23.888979,花與樹博物館,全鄉,350,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2737,彰化縣埤頭鄉,平原村,安康街72號,120.460000,23.889000,老人文康中心,平原村、埤頭村,25,"水災,土石流,海嘯",彭楷竣,48922117,是,否,是
2738,南投縣中寮鄉,復興村,復興巷22號,120.736900,23.889200,永安社區活動中心,復興村,50,"水災,震災,土石流",官玉瑛,049-2694508,是,否,是
2739,彰化縣田尾鄉,新生村,延平路150號,120.548715,23.889310,新生社區活動中心,新生村,84,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2740,彰化縣埤頭鄉,和豊村,埔尾路51號,120.487282,23.889782,四武宮辦公室,和豐村,30,"水災,土石流,海嘯",黃裕成,04-8910078,是,是,是
2741,彰化縣社頭鄉,仁雅村,社斗路一段295號,120.585000,23.889800,社頭鄉公所大禮堂,全鄉,50,"水災,震災,土石流,海嘯",許瑞耘,04-8732621,是,是,是
2742,南投縣魚池鄉,東光村,慶隆巷31-9號,120.966500,23.889800,東光村避難所,東光村,25,"水災,震災,土石流",林文成,049-2880523,是,否,否
2743,彰化縣田尾鄉,福田村,光復路一段98巷181號,120.562711,23.889989,福田社區活動中心,福田村,60,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2744,南投縣魚池鄉,東光村,慶隆巷36號,120.966700,23.890500,東光國小,東光村,200,"水災,震災,土石流",吳國松,049-2880523,是,是,否
2745,南投縣魚池鄉,五城村,華龍巷1-2號,120.889100,23.890900,五城國小,五城村,100,"水災,震災,土石流",王志全,049-2896455,是,是,否
2746,彰化縣田尾鄉,正義村,中正路一段232號,120.516759,23.891782,正義社區活動中心,正義村,34,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2747,彰化縣田尾鄉,饒平村,中山路一段449號,120.528588,23.891877,田尾國小,田尾、饒平、溪畔、南曾、北曾、正義、打簾,500,"水災,震災,土石流,海嘯",邱一瓶,04-8832745#113,是,否,是
2748,彰化縣田尾鄉,南鎮村,平和路一段140號,120.554772,23.892145,南鎮社區活動中心,南鎮村,78,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2749,南投縣魚池鄉,中明村,文正巷5-10號,120.920600,23.892200,中明活動中心,中明村,25,"水災,震災,土石流",楊崑欣,049-2899147,是,否,否
2750,南投縣中寮鄉,永和村,龍南路321-11號,120.776400,23.892500,永和社區活動中心,永和村,50,"水災,震災,土石流",吳昌祈,049-2601318,是,否,是
2751,彰化縣埤頭鄉,埤頭村,中南路145號,120.478352,23.892504,埤頭國小,埤頭村和興農村,50,"水災,震災,土石流,海嘯",郭福麟,04-8922019,是,是,否
2752,南投縣南投市,永興里,八卦路58巷20號,120.638900,23.892600,永興里災民收容所社區活動中心,永興里,150,"水災,震災,土石流",鄭龍合,049-2235456,是,否,是
2753,彰化縣田尾鄉,南曾村,福德巷185號,120.534173,23.892743,南曾社區活動中心,南曾村,84,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2754,南投縣南投市,嘉和里,樂利三街2號,120.669600,23.892800,嘉和里災民收容所嘉和里神木社區活動中心,嘉和里,100,"水災,震災,土石流",黃劍鵬,049-2222110,是,否,是
2755,彰化縣社頭鄉,舊社村,南勢巷9-16號,120.595000,23.893000,社頭鄉老人文康活動中心,全鄉,150,"水災,土石流,海嘯",蕭淑滿,04-8732621,是,否,是
2756,南投縣南投市,千秋里,千秋路222號,120.706000,23.893000,千秋里災民收容所社區活動中心,千秋里,150,"水災,震災,土石流",陳建昌,049-2227180,是,否,是
2757,彰化縣埤頭鄉,合興村,文鄉路135號,120.458700,23.893300,圖書館一樓,合興村、平原村,40,"水災,震災,土石流,海嘯",李麗月,48927904,是,否,是
2758,彰化縣埤頭鄉,中和村,溪林路284號,120.458700,23.893300,中和國小活動中心,中和村、庄內村,50,"水災,土石流,海嘯",鍾莉稠,48922117,是,否,是
2759,彰化縣大城鄉,三豐村,平康路13號,120.299171,23.893532,三豐社區活動中心,三豐村,100,"水災,土石流,海嘯",洪秋郎,8986158,否,否,否
2760,彰化縣埤頭鄉,合興村,文鄉路161號,120.459432,23.894074,合興國小,合興村,50,"水災,震災,土石流,海嘯",洪于仁,04-8922030,是,否,否
2761,彰化縣田尾鄉,北曾村,福德巷359號,120.534010,23.894834,北曾社區活動中心,北曾村,90,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2762,南投縣中寮鄉,爽文村,龍南路190號,120.724400,23.894900,爽文社區活動中心,爽文村,100,"水災,震災,土石流",林永峰,049-2602430,是,否,是
2763,南投縣南投市,嘉和里,嘉和一路232巷2號,120.687100,23.895500,嘉和里、嘉興里災民收容所嘉和里集會所,嘉和里嘉興里,250,"水災,震災,土石流",林聰輝,049-2231475,是,否,是
2764,南投縣南投市,嘉和里,嘉和一路232巷2號,120.687100,23.895500,嘉和里災民收容所嘉和里集會所,嘉興里、嘉和里,250,"水災,震災,土石流",林聰輝,049-2234543,是,否,是
2765,彰化縣芳苑鄉,路上村,新上路12號,120.328300,23.896100,路上國小,全鄉,150,"水災,震災,土石流,海嘯",謝木麟,04-8982014,是,是,是
2766,彰化縣二林鎮,華崙里,光復路73號,120.427000,23.896300,中興國小,全鎮,100,"水災,震災,土石流,海嘯",洪維振,04-8683458,是,否,是
2767,南投縣中寮鄉,永芳村,龍南路269-1號,120.714500,23.896600,永芳社區活動中心,永芳村,50,"水災,震災,土石流",曾盟富,049-2601938,是,否,是
2768,彰化縣社頭鄉,美雅村,彰化縣社頭鄉美雅村中山路1段172號,120.585800,23.896800,社頭鄉運動公園體育館,全鄉,500,"水災,震災,土石流,海嘯",李雪娥,04-8732621,是,否,是
2769,彰化縣田尾鄉,北鎮村,平和路二段151號,120.552144,23.897327,北鎮社區活動中心,北鎮村,78,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2770,彰化縣田尾鄉,溪頂村,三溪路一段209號,120.508138,23.897399,溪頂社區活動中心,溪頂村,45,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2771,彰化縣田尾鄉,田尾村,光復路三段538巷1號,120.508138,23.897399,田尾社區活動中心,田尾村,84,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2772,彰化縣社頭鄉,仁雅村,社斗路一段258號,120.584451,23.897442,社頭國小,社頭村,300,"水災,震災,土石流,海嘯",蕭淑滿,04-8732621164,否,否,否
2773,彰化縣二林鎮,豐田里,斗苑路四段586號,120.370700,23.897600,二林鎮鎮立幼兒園,全鎮,200,"水災,土石流,海嘯",洪雅妮,04-8952421,是,否,是
2774,彰化縣二林鎮,興華里,中農路15號,120.366378,23.898143,興華社區活動中心,本里,75,"水災,土石流,海嘯",洪義當,48966058,否,否,否
2775,彰化縣二林鎮,振興里,二溪路6段626號,120.366378,23.898143,萬興國中,萬興里振興里永興里,121,"水災,震災,土石流,海嘯",洪仲輝,48681593,否,否,否
2776,彰化縣二林鎮,趙甲里,鎮平巷1號,120.366378,23.898143,圓和宮,本里,121,"水災,土石流,海嘯",陳寬進,48961129,否,否,否
2777,彰化縣二林鎮,頂厝里,文明巷3號,120.366378,23.898143,民眾活動中心,本里,121,"水災,土石流,海嘯",洪旭照,48961062,否,否,否
2778,彰化縣二林鎮,外竹里,中南巷41-1號,120.366378,23.898143,育德國小,外竹里,121,"水災,震災,土石流,海嘯",謝素絹,48968055,否,否,否
2779,彰化縣二林鎮,梅芳里,太平路72-1號,120.366378,23.898143,梅芳社區活動中心,梅芳里,151,"水災,土石流,海嘯",吳坤哲,48683288,否,否,否
2780,彰化縣二林鎮,西庄里,同安巷80-1號,120.366378,23.898143,慈靈宮,西庄里,227,"水災,土石流,海嘯",洪漢中,48682046,否,否,否
2781,彰化縣二林鎮,後厝里,新榮巷1-2號,120.366378,23.898143,廣福宮,本里,303,"水災,土石流,海嘯",陳美智,48967723,否,否,否
2782,彰化縣二林鎮,東興里,福建巷45-1號,120.366378,23.898143,東興社區活動中心,本里,303,"水災,土石流,海嘯",洪火輪,48956015,否,否,否
2783,南投縣魚池鄉,東池村,新店巷35號,120.939600,23.898300,麒麟宮代化堂集會所,東池村,50,"水災,震災",王燕聰,049-2896817,是,否,是
2784,彰化縣埤頭鄉,永豊村,東西路621號,120.450794,23.898467,永豐社區活動中心,永豐村,25,"水災,震災,土石流,海嘯",陳聰典,04-8923001,是,是,否
2785,彰化縣田尾鄉,新興村,新興路280號,120.558394,23.898593,新興社區活動中心,新興村,90,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2786,南投縣魚池鄉,魚池村,瓊文巷41號,120.937300,23.899000,魚池國小,魚池村,300,"水災,震災",尤長盛,049-2895537,是,是,否
2787,南投縣魚池鄉,共和村,長興巷8之11號,120.953300,23.899200,長興長寮尾活動中心,共和村,50,"水災,震災,土石流",陳慶煌,049-2880168,是,否,否
2788,南投縣中寮鄉,龍安村,龍南路94-5號,120.759200,23.899600,龍安社區活動中心,龍安村,50,"水災,震災,土石流",廖振添,049-2601314,是,否,是
2789,花蓮縣壽豐鄉,月眉村,月眉路三段108號,121.554000,23.899600,月眉活動中心,月眉村,53,"水災,震災,土石流,海嘯",黃明輝,03-8631116,是,否,是
2790,臺中市沙鹿區,三鹿里,三鹿里自強路293號,120.364822,23.899861,三鹿社區活動中心,三鹿里,224,"水災,震災,土石流,海嘯",陳和利,04-26358251,是,否,是
2791,彰化縣二林鎮,豐田里,彰化縣二林鎮豐田里斗苑路五段22號,120.371600,23.899900,二林國小,全鎮,200,"水災,震災,土石流,海嘯",陳瑞吉,04-8960057#701,是,否,是
2792,彰化縣二林鎮,南光里,建興街80號,120.377300,23.899900,中正國小,全鎮,150,"水災,震災,土石流,海嘯",林福榮,04-8960145,是,否,是
2793,彰化縣田尾鄉,新厝村,光明巷54號,120.503867,23.899999,新厝社區活動中心,新厝村,30,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2794,彰化縣二林鎮,原斗里,斗苑路一段865號,120.375400,23.900500,原斗國小,全鎮,100,"水災,震災,土石流,海嘯",蔡忠課,04-8902322,是,否,是
2795,彰化縣社頭鄉,廣興村,中興路1號,120.582081,23.901267,社頭國中,廣興村,300,"水災,震災,土石流,海嘯",蕭淑滿,04-8732621164,否,否,否
2796,彰化縣田尾鄉,新厝村,中正路二段101號,120.508227,23.902513,仁豐國小,仁里、新厝、溪頂、豐田,100,"水災,震災,土石流,海嘯",鄭全永,04-8830347,是,否,是
2797,南投縣南投市,三和里,彰南路一段992號,120.685900,23.902600,三和里災民收容所里集會所,三和里,250,"水災,震災,土石流",吳志鵬,049-2225041,是,否,是
2798,彰化縣田尾鄉,豐田村,光復路四段114號,120.510873,23.903422,豐田社區活動中心,豐田村,60,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是
2799,南投縣南投市,三興里,彰南路一段993號,120.685300,23.903900,三興里災民收容所南投高商活動中心,三興里,250,"水災,震災,土石流",何景標,049-2222269,是,否,是
2800,彰化縣田尾鄉,打簾村,民生路一段245號,120.529979,23.904866,打簾社區活動中心,打簾村,60,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,否
2801,花蓮縣壽豐鄉,志學村,中正路120巷13號,121.532200,23.905300,志學活動中心,志學村,40,"水災,震災,土石流,海嘯",徐琬玲,03-8661800,是,否,是
2802,南投縣南投市,崇文里,彰南路一段1059號,120.683900,23.905800,崇文里災民收容所南投國小活動中心,崇文里,250,"水災,震災,土石流",吳欲豐,049-2222038,是,否,是
